id,label,type,affiliation
http://www.dil.ie/19823,éirgid,headword,null
http://www.dil.ie/17513,doé,headword,null
http://www.dil.ie/25380,garb,headword,null
http://www.dil.ie/26022,glecc,headword,null
https://www.faclair.com/ViewDictionaryEntry.aspx?ID=542AC9EB7F0B34B0A683B116CA2FDC20,greamach,headword,null
http://www.dil.ie/3545,anfadach,headword,null
http://www.dil.ie/8071,calma,headword,null
http://www.dil.ie/29307,láech,headword,null
http://www.dil.ie/25922,glacaid,headword,null
http://www.dil.ie/37393,síat,headword,null
http://www.dil.ie/34781,ráma,headword,null
http://www.dil.ie/38344,soillse,headword,null
http://www.dil.ie/37961,slis,headword,null
https://www.faclair.com/ViewDictionaryEntry.aspx?ID=A15BD078CC29E8C20B5839DDBB2DBB08,lunn,headword,null
http://www.dil.ie/9484,clíath,headword,null
http://www.dil.ie/13346,cúanna,headword,null
http://www.dil.ie/35287,rigin,headword,null
http://www.dil.ie/11219,comfhota,headword,null
http://www.dil.ie/22000,fidach,headword,null
http://www.dil.ie/28025,imram,headword,null
http://www.dil.ie/39718,tairise,headword,null
http://www.dil.ie/42031,trom,headword,null
http://www.dil.ie/41848,trethan,headword,null
http://www.dil.ie/29510,lámach,headword,null
http://www.dil.ie/30966,luib,headword,null
http://www.dil.ie/30192,lígach,headword,null
http://www.dil.ie/6351,bolgach,headword,null
http://www.dil.ie/15951,dían,headword,null
https://www.faclair.com/ViewDictionaryEntry.aspx?ID=1C82C678E7D9EE4E6CE09260665C19D6,coltach,headword,null
http://www.dil.ie/9680,clúm,headword,null
http://www.dil.ie/26408,gorm,headword,null
http://www.dil.ie/38857,sruth,headword,null
http://www.dil.ie/618,áel,headword,null
https://www.faclair.com/ViewDictionaryEntry.aspx?ID=E419AE22AADD40F23AE7F91871760725,oibrichte,headword,null
http://www.dil.ie/9550,cloch,headword,null
http://www.dil.ie/13402,cubránach,headword,null
http://www.dil.ie/9748,cnes,headword,null
http://www.dil.ie/35078,remor,headword,null
http://www.dil.ie/6275,bodar,headword,null
http://www.dil.ie/24626,fúaimnech,headword,null
http://www.dil.ie/13016,crithnaigthech,headword,null
